Ancestry,SiteID,Lon.x,Lat.x,Date.x,SpeciesSymbol,SiteTotalFrames,Composition,ProtocolType,Lat.y,Lon.y,Date.y,JunipCover
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,CHER2,97,0.20618556701030927,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,DAPU7,97,0.30927835051546393,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,ELEL5,97,1.134020618556701,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,EVOLV,97,0.30927835051546393,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,LYPH,97,5.876288659793815,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,MURI,97,0.9278350515463918,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,SPAM2,97,0.8247422680412371,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Granite Allotment > South Unit Pasture,KA2,-112.620866,34.664127,10/27/2025,SPCR,97,2.1649484536082473,USFS R3 Tenth Acre,34.664127,-112.620866,10/27/2025,0.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > A-Y Pasture,C6,-112.375988805,34.277752555,11/12/2025,ARPU9,83,1.2048192771084338,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > A-Y Pasture,C6,-112.375988805,34.277752555,11/12/2025,BOCU,83,1.927710843373494,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > A-Y Pasture,C6,-112.375988805,34.277752555,11/12/2025,ERLE,83,96.86746987951807,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,ARIST,73,9.315068493150685,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,ARPU9,73,1.2328767123287672,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,ASCLE,73,0.958904109589041,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,BOCU,73,4.657534246575342,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,BOER4,73,5.068493150684931,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,BORO2,73,2.73972602739726,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,CHAR18,73,0.410958904109589,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,ERLE,73,53.83561643835616,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,SPAM2,73,10.273972602739725,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C01,-112.23086867623654,34.268042164332584,11/13/2025,SPCR,73,11.506849315068493,NA,NA,NA,NA,NA
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,ARIST,93,2.150537634408602,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,BOCU,93,1.075268817204301,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,BOER4,93,10.75268817204301,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,BORO2,93,27.419354838709676,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,ERLE,93,57.204301075268816,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,IPOMO,93,1.075268817204301,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Peck Canyon Allotment > Crazy Basin Pasture,03-09-03-00319-008-C02,-112.28336991114953,34.27056059124872,11/12/2025,SPCR,93,0.3225806451612903,USFS R3 Tenth Acre,34.27056059124872,-112.28336991114953,11/12/2025,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,AMBRO,91,0.21978021978021978,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,ARIST,91,7.802197802197802,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,ASCLE,91,0.21978021978021978,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,BOCU,91,8.021978021978022,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,BOER4,91,8.571428571428571,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,BOGR2,91,63.2967032967033,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,CAHU,91,5.384615384615385,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,CHER2,91,0.8791208791208791,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,ELEL5,91,1.2087912087912087,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,ERIOG,91,0.10989010989010989,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,EVOLV,91,0.32967032967032966,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,LYPH,91,2.5274725274725274,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,SPAM2,91,0.32967032967032966,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Cowboy Unit Pasture,KA1,-112.638209,34.672223,10/27/2025,SPCR,91,1.098901098901099,USFS R3 Tenth Acre,34.672223,-112.638209,10/29/2025,14
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,2GA,100,1.1,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,ARIST,100,20.6,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,BOER4,100,16.6,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,BOGR2,100,50.3,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,CAHU,100,0.3,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,CHER2,100,0.3,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,LYPH,100,4.2,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,MUTO2,100,2.6,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,SPCR,100,3.5,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > Walker Unit Pasture,03-09-03-00315-006-002,-112.63540020329378,34.71264903805469,10/27/2025,SPHAE,100,0.5,USFS R3 Tenth Acre,34.71264903805469,-112.63540020329378,10/27/2025,3
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,ARIST,92,27.065217391304348,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,BOCU,92,22.065217391304348,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,BOGR2,92,48.91304347826087,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,ERIOG,92,0.7608695652173914,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,EVOLV,92,0.21739130434782608,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,HOGL2,92,0.21739130434782608,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA3,-112.68477,34.669615,10/28/2025,MUTO2,92,0.7608695652173914,USFS R3 Tenth Acre,34.669615,-112.68477,10/28/2025,0.002
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,ARIST,70,84.71428571428571,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,BOCU,70,6.428571428571429,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,BOGR2,70,1.8571428571428572,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,EVOLV,70,2.142857142857143,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,HOGL2,70,0.14285714285714285,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,MUTO2,70,4,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,SPAM2,70,0.14285714285714285,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Toohey Allotment > West Unit Pasture,KA4,-112.704877,34.665597,10/28/2025,SPCR,70,0.5714285714285714,USFS R3 Tenth Acre,34.665597,-112.704877,10/28/2025,5.1
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Big Bug Allotment > Bannie-Eugene Pasture,03-09-03-00300-012-C14,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.49436024792024,-112.34352120557357,11/14/2024,7
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Big Bug Allotment > Poland Pasture,03-09-03-00300-013-C05,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.442532324154584,-112.29129492968883,11/14/2024,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Big Bug Allotment > Smith Pasture,03-09-03-00300-014-C01,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.537690592321105,-112.40499850924029,11/14/2024,6
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Blue Bell Allotment > Mineral Pasture,03-09-03-00316-001-KA8,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.339665,-112.267895,10/30/2024,4
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Brady Allotment > Monument Pasture,03-09-03-00317-008-C03,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.38538772630059,-112.27330728675462,11/4/2024,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Brady Allotment > Mule Pasture,03-09-03-00317-007-C01,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.36862496849725,-112.28701687027396,11/4/2024,2
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Brady Allotment > York Pasture,03-09-03-00317-005-C7,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,NA,NA,11/5/2024,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > D-1 East Pasture,03-09-03-00312-008-C13b,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.62247049256705,-112.71441805041624,10/22/2024,30
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > D-1 West Pasture,03-09-03-00312-008-C45,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.636728333,-112.787417167,10/22/2024,22
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > North Tonto Pasture,03-09-03-00312-012-C07,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.63558219130771,-112.68323767134645,10/23/2024,2
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > South Pasture,03-09-03-00312-001-C40b,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.552467102206144,-112.82078179121606,10/21/2024,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > South Pasture,03-09-03-00312-001-C43b,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.573608234899886,-112.8227578959197,10/21/2024,0.001
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Tank Creek Allotment > Sycamore-Dougherty Pasture,03-09-03-00312-004-KA10,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,NA,NA,10/22/2024,17
USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Wolf Creek Allotment > Hay Pasture,03-09-03-00322-005-C3,NA,NA,NA,NA,NA,NA,USFS R3 Tenth Acre,34.345493107,-112.276389859,10/30/2024,0.001
